English,Japanese
defile,汚す
defilement,不浄
definable,定義できる
define,定義する
definite,明確な
definitely,間違いなく
definition,定義
definitional,定義の
definitive,決定的な
definitively,決定的に
deflect,そらす
deflection,たわみ
deforestation,森林伐採
deform,変形する
deformation,変形
deformity,奇形
defraud,だまし取る
defray,支払う
defrost,霜取り
deft,器用な
deftly,巧みに
defunct,亡き
defuse,取り除く
defy,逆らう
deg,度
degenerate,変性
degeneration,変性
degenerative,退行性の
degradation,劣化
degrade,分解する
degraded,劣化
degrading,分解
degree,度
dehumanize,人間性を奪う
dehydrated,乾燥
dehydration,脱水
deign,賜る
deionized,脱イオン
deism,理神論
deity,神
dejected,意気消沈した
dejection,落胆
delay,遅延
delectable,おいしい　
delegate,代理人
delegated,委任された
delegation,委任
delete,削除する
deleterious,有害な
deletion,削除
deliberate,意図的な
deliberately,意図的に
deliberation,審議
deliberative,審議
delicacy,珍味
delicate,繊細な
delicately,微妙に
delicious,おいしい　
deliciously,おいしく
delight,喜び
delighted,喜んで
delightedly,喜んで
delightful,楽しい　
delightfully,楽しく
delimit,区切る
delineate,描く
delineated,描写
delineation,描写
delinquency,非行
delinquent,滞納者
delirious,意識が混濁した
delirium,譫妄
delist,上場廃止
delisting,上場廃止
deliver,配達する
deliverance,救出
deliverer,配達人
delivery,配達
delude,惑わす
deluded,裏切られた
deluge,大洪水
delusion,妄想
delusional,妄想の
delve,掘り下げる
demagogic,扇動的な
demagogue,扇動政治家
demagoguery,民衆扇動
demand,需要
demarcate,境界を定める
demarcation,分界
demarche,転換策
demean,おとしめる
demeaning,屈辱的な
demeanor,物腰
demented,発狂した
dementia,認知症
demise,終焉
democracy,民主主義
democrat,民主党
democratic,民主的な
democratically,民主的に
democratization,民主化
democratize,民主化する
demographic,人口動態
demography,人口学
demolish,取り壊す
demolition,取り壊し
demon,悪魔
demonic,悪魔のような
demonize,悪魔化する
demonizing,悪魔
demonology,悪魔研究
demonstrable,実証できる
demonstrably,明らかに
demonstrate,実証する
demonstrating,実証
demonstrative,例証的な
demoralize,士気をくじく
demoralized,意気消沈
demote,降格
demotic,民衆の
demotion,降格
demur,決定を留保する
demure,おとなしそうな
demurely,控えめに
demurral,異議申し立て
demystify,なぞを解く
denaturation,変性
denature,変性
denatured,変性した
dendrite,樹状突起
dendritic,樹状
dendrogram,系統樹
Deng,鄧小平
dengue,デング熱
denial,拒否
denigrate,侮辱する
denigration,中傷
denizen,居住者
denomination,宗派
denominator,分母
denotation,記号
denote,示す
denoted,表記
denouement,結末
denounce,非難する
dense,密集
densely,密
denser,より緻密
density,密度
dent,へこみ
dented,傷ついた
dentist,歯科医
dentistry,歯科
denture,義歯
denunciation,非難
deny,否定する
depart,出発する
department,部門
departmental,部門別の
departure,出発
depend,左右される
dependable,信頼できる
dependant,依存
dependence,依存性
dependency,依存関係
dependent,依存
dephosphorylated,脱リン酸化
dephosphorylation,脱リン酸化
depict,描く
depiction,描写
deplete,枯渇させる
depletion,枯渇
deplorable,嘆かわしい　
deplore,嘆く
deplored,嘆いた
deploy,展開する
deployment,展開
depolarization,脱分極
depolarize,脱分極
deport,追放する
deportation,国外追放
deportee,被追放者
depose,証言する
deposit,預金
deposition,堆積
depositor,預金者
depository,保管場所
depraved,堕落した
depravity,堕落
depreciate,減価償却する
depreciation,減価償却費
depress,衰えさせる
depressed,押し下げられた
depressing,憂鬱な
depression,うつ病
depressive,憂鬱な
deprivation,剥奪
deprive,奪う
depth,深さ
depths,どん底
deputy,副
derail,脱線させる
derailment,脱線
deranged,乱れた
derangement,錯乱
deregulate,規制緩和
deregulation,規制撤廃
derelict,遺棄された
deride,あざ笑う
derision,冷笑
derisive,冷笑的な
derivation,誘導
derive,引き出す
dermal,真皮の
dermatitis,皮膚炎
dermatologist,皮膚科医
dermatology,皮膚科
derogatory,軽蔑的な
descend,降る
descendant,子孫
descendent,子孫
descent,下降
describe,説明する
description,説明
descriptive,説明する
descriptor,記述子
desecrate,冒とくする
desecration,冒涜
desegregation,人種差別廃止
desensitization,知覚鈍麻
desensitize,脱感作
desert,砂漠
deserter,脱走兵
desertion,脱走
deserve,値する
deserving,値する
desiccated,乾燥した
design,設計
designate,指定する
designated,指定された
designation,指定
designator,指名者
designed,設計
designing,設計
desirability,望ましさ
desirable,望ましい
desire,欲求
desirous,望んで
desist,やめる
desolate,荒涼とした
desolation,孤独
despair,絶望
despairing,絶望した
despatch,急送
desperate,絶望的な
desperately,必死に
desperation,絶望
despicable,卑劣な
despise,軽蔑する
despite,にもかかわらず
despond,ふさぎ込む
despondency,落胆
despondent,意気消沈した
despot,専制君主
despotic,専制的な
despotism,専制
destabilize,不安定化する
destabilized,不安定な
destabilizing,不安定な
destination,先
destined,運命に
destiny,運命
destitute,極貧の
destroy,破壊する
destroyer,駆逐艦
destruct,自爆
destruction,破壊
destructive,破壊的な
desultory,とりとめのない
detachable,取り外し可能な
detachment,分離
detail,詳細
detailed,詳しい　
detain,拘留する
detainee,抑留者
detect,検出
detectable,検出可能な
detection,検出
detective,探偵
detector,検出器
detente,緊張緩和
detention,拘留
deter,阻止する
detergent,洗剤
deteriorate,悪化する
deterioration,劣化
determinable,決定できる
determinant,行列式
determinate,決定的な
determination,決意
determine,決定する
determined,決定
determinedly,断固として
determinism,決定論
deterministic,決定論的な
deterrence,抑止力
deterrent,抑止する
detest,憎む
dethrone,退位させる
detonate,爆発させる
detonated,爆発
detonation,爆発
detour,回り道
detoxification,解毒
detract,損なう
detractor,中傷
detriment,損害
detrimental,有害な
detritus,残骸
deux,二つ
devaluation,平価切下げ
devalue,切り下げる
devastate,荒廃させる
devastating,壊滅的な
devastation,荒廃
develop,開発する
developed,発達した
developer,開発者
developing,開発途上にある
development,開発
developmental,発生の
developmentally,発達
deviance,逸脱
deviant,逸脱した
deviate,外れる
deviation,偏差
devil,悪魔
devilish,悪魔のような
devious,よこしまな
devise,考案する
devoid,欠けている
devolution,退化
devolve,移る
devolved,権限を委譲された
devote,ささげる
devoted,献身的な
devotee,信者
devotion,献身
devour,食い入るように見る
devout,敬けんな
devoutly,熱心
dew,露
dewy,露にぬれた
dexterity,器用さ
dexterous,器用な
dextrose,ブドウ糖
diabetes,糖尿病
diabetic,糖尿病患者
diabolical,悪魔のような
diadem,王冠
diagnose,診断する
diagnosis,診断
diagnostic,診断
diagonal,対角線
diagonally,斜めに
dialect,方言
dialectic,弁証法
dialed,ダイヤルされた
dialogue,対話
dialysis,透析
dialyzed,透析
diameter,直径
diametrically,正反対に
diapause,休眠
diaper,おむつ
diaphanous,透けて見える
diarrhea,下痢
diarrhoea,下痢
diary,日記
diastolic,拡張期
diatom,珪藻
diatribe,痛烈な非難
dibasic,二塩基
dicey,危険な
dichotomous,二分する
dichotomy,二分法
dictate,決定する
dictator,独裁者
dictatorial,独裁
dictatorship,独裁
diction,言葉遣い
dictionary,辞書
dictum,格言
didactic,教訓的な
die,死ぬ
diehard,頑固な
dielectric,誘電体
dietary,食事の
dietetic,栄養の
dietician,栄養士
dietitian,栄養士
diff,差分
differ,異なる
difference,違い
different,異なる
differential,差動
differentially,異なって
differentiate,区別する
differentiated,分化した
differentiation,分化
differently,異なって
difficult,難しい
difficulty,困難
diffidence,遠慮がち
diffident,気後れする
diffraction,回折
diffuse,拡散する
diffused,拡散
diffusion,拡散
difluoride,二フッ化
dig,掘る
digestible,消化
digestion,消化
digestive,消化の
digging,開削
digit,数字
digitally,デジタル処理で
digitize,デジタル化する
digitized,デジタル化された
dignified,威厳のある
dignify,威厳
dignitary,高官
dignity,尊厳
digraph,(文法)連字
digress,脱線する
digression,余談
dike,堤防
dilapidated,荒れ果てた
dilatation,拡張
dilate,拡張させる
dilated,拡張
dilation,拡張
dilatory,遅れがちな
dilettante,好事家
diligence,勤勉
diligent,勤勉な
diligently,熱心に
dilute,希薄
dilution,希釈
dim,薄暗い　
dimension,寸法
dimensional,次元の
dimensionality,次元
dimer,二量体
diminish,減少する
diminution,減少
diminutive,ちっぽけな
dimly,ほのぼの
dimmer,調光器
dimorphic,二形性の
din,騒音
dine,食事をする
dingy,薄汚い　
dinky,ちっぽけな
dinner,夕食
dinosaur,恐竜
dint,くぼみ
diocesan,教区の
diocese,教区
Dionysian,ディオニソスの
dioxide,二酸化物
diphthong,二重母音
diploid,2倍体
diploma,卒業証書
diplomacy,外交
diplomat,外交官
diplomatic,外交的
dipole,双極子
dipper,ひしゃく
dire,悲惨な
directed,向けの
direction,方向
directional,指向
directive,指令する
directly,直接に
directness,率直
directorate,理事会
directorial,監督
directorship,取締役
dirge,哀歌
dirigible,飛行船
dirk,短剣
dirty,汚い　
disability,身体障害
disable,無効にする
disabled,使用禁止
disabuse,捨てさせる
disadvantaged,恵まれない
disadvantageous,不利な
disaffected,不満
disaffection,不満
disaggregated,脱凝集
disagree,同意しない
disagreeable,不愉快な
disagreement,不一致
disallow,許可しない
disappear,姿を消す
disappearance,消失
disappoint,失望させる
disappointed,がっかりした
disappointing,つまらない　
disappointingly,がっかり
disappointment,失望
disapproval,不承認
disapprove,不承認
disapproving,不賛成の
disarm,武装を解除する
disarmament,軍縮
disarray,乱す
disassemble,分解する
disassembly,解体
disassociate,解除
disaster,災​​害
disastrous,悲惨な
disastrously,悲惨に
disavow,否定する
disband,解散する
disbelief,不信
disbelieve,信じない
disburse,支払う
disbursement,支払い
discard,捨てる
discern,識別する
discernable,識別可能
discerned,識別
discernible,認識できる
discerning,目利きの
discernment,識別
discharge,鼻水を出す
disciple,弟子
disciplinarian,厳格な人
disciplinary,懲戒的な
discipline,規律
disciplined,統制のとれた
disclaimer,免責事項
disclose,開示する
disclosure,開示
discolor,変色する
discomfit,困らせる
discomfort,不快感
disconcert,困らせる
disconnect,切断
disconsolate,やるせない　
discontent,不満
discontented,面白くない
discontinuation,中止
discontinue,中止する
discontinuity,不連続
discontinuous,不連続の
discord,不和
discordant,不一致の
discordy,不協和音
discount,割引
discourage,思いとどまらせる
discouragement,落胆
discourse,談話
discover,発見
discovered,発見
discoverer,発見者
discovery,発見
discredit,疑う
discreditable,不名誉な
discreet,目立たない
discreetly,慎重に
discrepancy,食い違い
discrepant,矛盾する
discrete,個別の
discretion,裁量
discretionary,裁量
discriminant,判別式
discriminate,区別する
discriminated,判別
discrimination,差別
discriminatory,差別的な
discursive,とりとめのない
discus,円盤投げ
discuss,議論する
disdain,軽蔑
disdained,軽蔑
disdainful,軽蔑的な
disease,病気
diseased,病気の
disembark,降る
disembodied,肉体のない
disembowel,臓物を取り除く
